hhid,pid,gen,dob_m,dob_y,intrv_m,popgrp,mar
500779,303602,Female,November,1985.0,April,1.0,
500779,607936,Female,October,2016.0,April,1.0,
500779,765777,Male,April,1984.0,April,1.0,
500780,625639,Male,May,2016.0,October,4.0,
500780,634767,Male,July,2011.0,October,4.0,
500780,642088,Male,October,1975.0,October,4.0,1.0
500780,650909,Female,May,1986.0,October,4.0,1.0
500781,306389,Male,October,1982.0,November,1.0,3.0
500782,679445,Female,September,1997.0,November,4.0,
500783,320139,Female,September,1972.0,April,1.0,1.0
500783,320140,Male,February,1992.0,April,1.0,3.0
500783,409665,Male,October,1996.0,April,1.0,
500783,409666,Male,November,1995.0,April,1.0,
500784,322037,Female,July,1975.0,October,2.0,1.0
500784,322047,Male,November,1971.0,October,2.0,1.0
500784,412031,Female,September,1996.0,October,2.0,
500784,412043,Female,September,2003.0,October,2.0,
500786,611991,Male,July,1975.0,July,4.0,1.0
500786,618440,Female,July,1974.0,July,4.0,1.0
500786,674908,Female,January,2015.0,July,4.0,
500786,675379,Female,July,2013.0,July,4.0,
500788,738703,Male,February,1976.0,August,1.0,3.0
500788,785375,Female,April,1980.0,August,1.0,3.0
500789,316467,Male,February,1988.0,March,1.0,3.0
500789,316468,Female,October,1961.0,March,1.0,
500789,407326,Female,May,1994.0,March,1.0,3.0
500789,407342,Female,July,2007.0,March,1.0,
500789,407347,Male,October,1997.0,March,1.0,3.0
500789,693205,Male,February,2013.0,March,1.0,
500790,315750,Female,August,1988.0,June,1.0,3.0
500790,406076,Male,August,2005.0,June,1.0,
500790,653635,Female,January,2015.0,June,1.0,
500790,675432,Female,March,2013.0,June,1.0,
500790,689794,Male,May,2011.0,June,1.0,
500790,713293,Male,June,1949.0,June,1.0,1.0
500790,752184,Female,May,1965.0,June,1.0,1.0
500792,661505,Female,September,2016.0,May,1.0,
500792,788116,Male,November,1980.0,May,1.0,1.0
500793,303343,Male,March,1974.0,March,1.0,2.0
500793,765313,Female,March,2013.0,March,1.0,
500793,780245,Female,January,1989.0,March,1.0,2.0
500795,619120,Male,November,1990.0,November,1.0,3.0
500795,628793,Female,November,1968.0,November,1.0,1.0
500795,652587,Male,September,1960.0,November,1.0,1.0
500797,312661,Female,May,1960.0,September,1.0,3.0
500797,312663,Male,November,1974.0,September,1.0,
500797,406316,Male,March,1996.0,September,1.0,
500798,318099,Female,March,1955.0,June,1.0,
500798,732087,Male,October,2009.0,June,1.0,
500798,740631,Female,April,2017.0,June,1.0,
500798,765721,Female,October,2011.0,June,1.0,
500799,582460,Male,March,1978.0,June,1.0,1.0
500799,704686,Female,November,1980.0,June,1.0,1.0
500799,708773,Female,August,2009.0,June,1.0,
500799,781983,Male,November,1997.0,June,1.0,
500800,309528,Male,May,1944.0,March,1.0,
500800,757886,Male,December,1986.0,March,2.0,
500801,308311,Female,July,1947.0,March,1.0,
500801,308337,Female,June,1984.0,March,1.0,
500801,402726,Male,October,2001.0,March,1.0,
500801,492641,Female,February,2001.0,March,1.0,
500801,492648,Female,November,1995.0,March,1.0,
500801,620736,Male,February,2010.0,March,1.0,
500801,667837,Female,June,2013.0,March,1.0,
500802,317452,Female,January,1993.0,March,1.0,3.0
500802,653845,Female,September,2016.0,March,1.0,
500802,719568,Female,January,1989.0,March,1.0,3.0
500802,760264,Male,November,2012.0,March,1.0,
500802,762259,Male,August,2008.0,March,1.0,
500802,778100,Female,October,2006.0,March,1.0,
500803,307276,Female,December,1962.0,April,4.0,3.0
500803,407985,Male,June,1997.0,April,4.0,3.0
500804,691267,Male,May,1997.0,August,1.0,3.0
500805,323246,Female,August,1945.0,August,2.0,
500805,323772,Male,October,1973.0,August,2.0,
500805,412267,Female,May,1994.0,August,2.0,
500805,412444,Male,March,1995.0,August,2.0,
500806,600199,Male,July,1960.0,October,4.0,1.0
500806,655181,Female,January,1964.0,October,4.0,1.0
500808,304172,Female,October,1986.0,June,1.0,
500808,402947,Female,July,2001.0,June,1.0,
500808,402948,Male,November,2007.0,June,1.0,
500809,312557,Female,December,1973.0,May,1.0,
500809,406467,Male,June,2000.0,May,1.0,
500809,406600,Female,February,2004.0,May,1.0,
500811,323022,Male,April,1980.0,February,1.0,
500811,736008,Male,September,1975.0,February,1.0,
500812,310295,Female,January,1907.0,March,1.0,
500812,700027,Female,November,1968.0,March,1.0,
500812,730706,Male,May,1999.0,March,1.0,
500812,734897,Male,May,2002.0,March,1.0,
500812,736108,Female,January,2006.0,March,1.0,
500812,762665,Male,February,2010.0,March,1.0,
500812,788449,Male,August,2013.0,March,1.0,
500815,412241,Female,April,2007.0,June,2.0,
500815,701841,Female,May,1962.0,June,2.0,3.0
500815,709110,Male,February,2003.0,June,2.0,
500816,302657,Male,December,1952.0,May,1.0,1.0
500816,302658,Male,April,1984.0,May,1.0,3.0
500816,308955,Female,November,1956.0,May,1.0,1.0
500816,470434,Male,January,1995.0,May,1.0,
500817,774116,Male,October,2003.0,August,2.0,
500817,775790,Male,November,1957.0,August,2.0,1.0
500817,779754,Female,February,1956.0,August,2.0,1.0
500818,305105,Female,June,1950.0,July,1.0,1.0
500818,305106,Male,June,1952.0,July,1.0,1.0
500819,301261,Male,January,1959.0,February,1.0,3.0
500820,491541,Female,January,1995.0,May,1.0,
500821,784220,Male,April,1977.0,May,1.0,2.0
500822,626871,Female,June,2015.0,September,1.0,
500822,724284,Female,October,1977.0,September,1.0,
500822,764803,Male,May,1968.0,September,1.0,
500822,772192,Female,August,1996.0,September,1.0,
500822,790747,Female,,1962.0,September,1.0,
500822,793795,Male,March,1968.0,September,1.0,
500824,381342,Female,April,1988.0,August,1.0,3.0
500824,481205,Female,February,2007.0,August,1.0,
500825,408551,Female,January,2005.0,August,1.0,
500825,730480,Male,June,2009.0,August,1.0,
500825,730513,Female,December,1985.0,August,1.0,2.0
500825,734217,Male,June,1969.0,August,1.0,2.0
500827,314873,Female,April,1994.0,September,1.0,
500827,314900,Female,September,1945.0,September,1.0,
500827,407158,Female,April,1995.0,September,1.0,
500827,408034,Male,January,1998.0,September,1.0,
500827,408035,Female,February,2003.0,September,1.0,
500827,408036,Female,September,2001.0,September,1.0,
500827,631213,Male,November,2012.0,September,1.0,
500827,664129,Male,December,2015.0,September,1.0,
500827,728962,Male,June,2012.0,September,1.0,
500827,732907,Female,June,1985.0,September,1.0,
500828,305553,Female,August,1971.0,March,1.0,1.0
500828,305554,Male,April,1970.0,March,1.0,1.0
500828,753555,Male,August,1989.0,March,1.0,
500829,312055,Male,December,1989.0,August,1.0,3.0
500829,713220,Female,August,1990.0,August,1.0,3.0
500829,745384,Male,September,2015.0,August,1.0,
500830,709087,Female,July,2002.0,April,1.0,
500830,734185,Female,January,1960.0,April,1.0,1.0
500830,740442,Male,August,1958.0,April,1.0,1.0
500830,785382,Male,October,1980.0,April,1.0,3.0
500830,788492,Female,October,2004.0,April,1.0,
500832,324180,Male,December,1989.0,October,2.0,2.0
500832,730093,Female,April,1990.0,October,2.0,2.0
500832,730567,Female,March,2012.0,October,2.0,
500833,305501,Female,April,1973.0,April,1.0,
500833,305940,Female,November,1992.0,April,1.0,
500833,306158,Female,June,1938.0,April,1.0,
500833,491543,Female,February,2001.0,April,1.0,
500833,630680,Male,April,2012.0,April,1.0,
500833,684936,Female,May,2015.0,April,1.0,
500833,721428,Male,December,1989.0,April,1.0,
500834,756759,Female,October,1988.0,July,1.0,
500834,763934,Female,August,1956.0,July,1.0,
500834,789953,Female,March,2013.0,July,1.0,
500835,323463,Female,December,1957.0,March,1.0,
500835,323464,Female,November,1990.0,March,1.0,
500835,391290,Female,February,1983.0,March,1.0,
500835,391310,Male,July,1989.0,March,1.0,
500835,411840,Female,May,1995.0,March,1.0,
500835,591434,Female,September,1979.0,March,1.0,
500835,591436,Male,June,1977.0,March,1.0,
500835,591437,Female,November,1985.0,March,1.0,
500835,620474,Male,September,2009.0,March,1.0,
500835,620475,Male,January,2009.0,March,1.0,
500839,404443,Female,April,2001.0,July,1.0,
500839,763018,Male,December,2009.0,July,1.0,
500839,778007,Female,July,1974.0,July,1.0,
500840,304255,Male,March,1992.0,May,1.0,3.0
500841,313129,Female,June,1985.0,August,1.0,
500841,313130,Male,November,1987.0,August,1.0,
500841,313132,Female,November,1950.0,August,1.0,
500841,407531,Male,January,2007.0,August,1.0,
500841,630084,Female,July,2011.0,August,1.0,
500841,635552,Male,February,2017.0,August,1.0,
500841,731027,Male,November,1979.0,August,1.0,
500841,731266,Female,October,1976.0,August,1.0,
500841,760378,Male,August,2015.0,August,1.0,
500842,665593,Female,September,1946.0,July,3.0,
500842,666319,Male,June,1957.0,July,4.0,1.0
500842,677602,Female,February,1971.0,July,3.0,1.0
500842,677719,Male,December,1994.0,July,3.0,
500843,302447,Female,April,1955.0,March,1.0,1.0
500843,302487,Male,December,1957.0,March,1.0,1.0
500843,304216,Male,March,1979.0,March,1.0,3.0
500845,303741,Female,September,1989.0,April,1.0,2.0
500845,612643,Female,June,2016.0,April,1.0,
500845,737518,Male,September,1978.0,April,1.0,2.0
500846,319921,Female,February,1970.0,October,1.0,2.0
500846,410284,Male,March,2002.0,October,1.0,
500846,411013,Male,November,1999.0,October,1.0,
500846,765078,Male,December,1962.0,October,1.0,2.0
500847,319268,Female,November,1987.0,August,2.0,
500847,636577,Female,April,2011.0,August,2.0,
500848,304156,Male,June,1983.0,May,1.0,1.0
500848,700714,Female,August,2015.0,May,1.0,
500848,722284,Female,August,1988.0,May,1.0,1.0
500848,722285,Female,January,2010.0,May,1.0,
500849,308671,Female,September,1968.0,March,1.0,1.0
500849,308673,Male,May,1967.0,March,1.0,1.0
500849,404560,Female,September,1999.0,March,1.0,
500849,404561,Female,June,2007.0,March,1.0,
500850,320567,Male,August,1989.0,July,1.0,
500850,320569,Female,May,1978.0,July,1.0,
500850,411374,Male,June,1998.0,July,1.0,
500850,411388,Female,October,2001.0,July,1.0,
500850,620242,Male,July,2010.0,July,1.0,
500850,630142,Female,August,2011.0,July,1.0,
500851,310853,Female,February,1933.0,June,1.0,
500851,714512,Female,June,2004.0,June,1.0,
500851,714833,Female,August,2005.0,June,1.0,
500851,728876,Female,December,1982.0,June,1.0,
500851,771494,Female,July,1977.0,June,1.0,
500851,775631,Male,May,2013.0,June,1.0,
500851,779781,Female,May,2001.0,June,1.0,
500851,783387,Male,October,2011.0,June,1.0,
500852,310037,Female,March,1954.0,August,1.0,
500852,721512,Male,September,2001.0,August,1.0,
500853,323134,Male,November,1974.0,November,2.0,1.0
500853,323136,Female,May,1976.0,November,2.0,1.0
500853,491404,Male,August,2007.0,November,2.0,
500853,491407,Female,August,1994.0,November,2.0,
500853,491408,Male,February,2002.0,November,2.0,
500853,630372,Female,October,2009.0,November,2.0,
500853,687662,Male,August,2012.0,November,2.0,
500853,688008,Female,September,2012.0,November,2.0,
500853,748021,Female,August,2000.0,November,2.0,
500854,411395,Female,December,1996.0,March,1.0,
500854,673178,Male,February,2014.0,March,1.0,
500855,305972,Female,June,1978.0,November,1.0,1.0
500855,401061,Female,August,1995.0,November,1.0,
500859,320869,Female,October,1953.0,May,1.0,
500860,323951,Female,October,1963.0,June,2.0,3.0
500860,412390,Male,December,1997.0,June,2.0,
500860,583054,Male,February,1969.0,June,2.0,3.0
500863,308506,Female,June,1947.0,March,1.0,
500863,308508,Male,December,1988.0,March,1.0,
500863,308510,Male,February,1990.0,March,1.0,
500863,405620,Female,October,2006.0,March,1.0,
500863,726447,Male,April,1976.0,March,1.0,
500863,733037,Male,July,2007.0,March,1.0,
500863,733507,Female,March,1973.0,March,,
500863,742551,Male,December,1993.0,March,1.0,
500863,745646,Female,August,1966.0,March,1.0,1.0
500863,755769,Female,July,2004.0,March,1.0,
500865,321661,Female,October,1952.0,May,2.0,
500867,307274,Female,February,1987.0,October,1.0,
500868,304057,Male,May,1978.0,March,1.0,2.0
500868,304839,Female,October,1983.0,March,1.0,2.0
500868,491882,Female,August,2007.0,March,1.0,
500868,491883,Male,February,1994.0,March,1.0,
500868,624273,Female,May,2013.0,March,1.0,
500868,630763,Male,November,2011.0,March,1.0,
500870,303911,Male,September,1979.0,April,1.0,
500870,303912,Female,September,1948.0,April,1.0,
500870,404941,Male,May,1993.0,April,1.0,
500870,723304,Female,October,2008.0,April,1.0,
500870,723305,Female,February,2005.0,April,1.0,
500870,723306,Female,October,2006.0,April,1.0,
500870,725653,Male,March,2002.0,April,1.0,
500871,624276,Female,September,2014.0,June,1.0,
500871,628976,Male,November,2010.0,June,1.0,
500871,719889,Male,July,1982.0,June,1.0,1.0
500871,746125,Male,March,2006.0,June,1.0,
500873,304700,Female,January,1975.0,May,1.0,
500873,404562,Female,May,2005.0,May,1.0,
500873,405439,Female,January,1999.0,May,1.0,
500873,676418,Female,May,2016.0,May,1.0,
500874,312072,Female,June,1935.0,July,1.0,
500874,406977,Male,November,2000.0,July,1.0,
500874,406978,Male,June,1997.0,July,1.0,
500874,720998,Female,May,1992.0,July,1.0,
500876,611671,Male,July,1941.0,November,3.0,1.0
500876,624646,Female,November,1972.0,November,3.0,1.0
500876,652197,Female,September,1995.0,November,3.0,
500876,652641,Female,February,1943.0,November,3.0,1.0
500876,662193,Male,January,1998.0,November,3.0,
500876,684137,Male,August,1966.0,November,3.0,1.0
500876,685470,Male,July,2011.0,November,3.0,
500878,303538,Male,August,1975.0,May,1.0,
500878,756297,Female,February,1956.0,May,1.0,3.0
500880,403744,Male,October,1995.0,September,1.0,
500881,305215,Female,January,1979.0,June,2.0,3.0
500881,305216,Male,March,1987.0,June,2.0,3.0
500881,305217,Female,September,1937.0,June,2.0,
500881,412338,Male,June,2006.0,June,2.0,
500881,583015,Female,September,1983.0,June,2.0,3.0
500881,620488,Female,August,2010.0,June,2.0,
500881,620489,Male,February,2009.0,June,2.0,
500881,630807,Female,March,2012.0,June,2.0,
500881,747925,Male,April,2008.0,June,5.0,
500881,760014,Male,August,2010.0,June,5.0,
500881,764951,Female,November,1957.0,June,2.0,3.0
500881,787461,Male,April,2006.0,June,5.0,
500882,308554,Male,February,1954.0,May,1.0,1.0
500882,308555,Female,December,1983.0,May,1.0,
500882,308567,Female,April,1982.0,May,1.0,
500882,308568,Female,May,1957.0,May,1.0,1.0
500882,405271,Male,May,2007.0,May,1.0,
500882,606954,Male,May,2015.0,May,1.0,
500882,620420,Female,April,2009.0,May,1.0,
500883,715934,Female,July,1989.0,May,2.0,2.0
500883,728775,Female,July,2014.0,May,2.0,
500886,317247,Female,September,1983.0,July,1.0,3.0
500886,317251,Female,September,1956.0,July,1.0,1.0
500886,630089,Female,August,2012.0,July,1.0,
500886,659876,Male,May,2014.0,July,1.0,
500886,685199,Male,February,2014.0,July,1.0,
500886,720160,Female,August,2010.0,July,1.0,
500886,720161,Female,March,1980.0,July,1.0,3.0
500886,720162,Female,February,1985.0,July,1.0,3.0
500886,720163,Female,August,1995.0,July,1.0,3.0
500886,720164,Female,September,2000.0,July,1.0,
500886,720165,Female,December,2008.0,July,1.0,
500887,605228,Female,May,1964.0,September,4.0,1.0
500887,673055,Male,May,1954.0,September,5.0,1.0
500888,312065,Male,May,1983.0,June,1.0,
500889,320134,Female,August,1976.0,May,1.0,1.0
500889,320146,Female,November,1991.0,May,1.0,
500889,406375,Male,July,2005.0,May,1.0,
500889,407079,Female,April,2000.0,May,1.0,
500889,407216,Male,May,2000.0,May,1.0,
500890,636734,Female,August,2000.0,November,1.0,
500890,648169,Female,February,2006.0,November,1.0,
500890,661297,Female,March,2015.0,November,1.0,
500890,669835,Female,November,1979.0,November,1.0,1.0
500890,675126,Male,August,1992.0,November,1.0,
500890,697955,Male,March,1974.0,November,1.0,1.0
500891,320491,Female,September,1990.0,September,1.0,3.0
500891,646706,Female,December,2013.0,September,1.0,
500891,671844,Male,September,2011.0,September,1.0,
500891,684624,Female,August,2015.0,September,1.0,
500892,314192,Male,March,1988.0,May,1.0,3.0
500893,406071,Female,March,2005.0,August,1.0,
500893,712633,Female,August,1995.0,August,1.0,3.0
500893,771304,Female,May,1946.0,August,1.0,
500894,321558,Female,February,1959.0,August,2.0,
500894,321559,Female,February,1962.0,August,2.0,
500894,737667,Male,November,1982.0,August,2.0,1.0
500894,758598,Male,November,1982.0,August,,
500895,312406,Female,September,1983.0,August,1.0,2.0
500895,406424,Female,September,2007.0,August,1.0,
500895,603156,Female,September,2015.0,August,1.0,
500895,689954,Female,August,2014.0,August,1.0,
500895,757044,Male,June,1981.0,August,1.0,2.0
500896,310706,Male,December,1941.0,February,4.0,1.0
500896,318471,Female,January,1943.0,February,4.0,1.0
500898,303172,Male,May,1989.0,July,1.0,3.0
500898,716340,Female,November,1973.0,July,1.0,3.0
500899,306134,Male,December,1974.0,May,1.0,
500899,501241,Male,June,1920.0,May,1.0,
500899,721451,Male,August,2003.0,May,1.0,
500899,721453,Female,November,1971.0,May,1.0,
500899,749579,Male,October,2010.0,May,1.0,
500899,795189,Male,September,1969.0,May,1.0,
500900,315793,Male,January,1991.0,February,1.0,3.0
500901,307117,Female,January,1983.0,July,1.0,2.0
500901,405862,Male,January,2003.0,July,1.0,
500901,570619,Male,March,1979.0,July,1.0,2.0
500901,618503,Female,July,2014.0,July,1.0,
500902,699095,Male,August,1962.0,September,3.0,2.0
500903,308228,Male,February,1972.0,March,3.0,1.0
500903,308244,Female,September,1986.0,March,3.0,1.0
500903,401653,Male,August,2006.0,March,3.0,
500903,401685,Male,July,2003.0,March,3.0,
500903,630702,Female,July,2010.0,March,3.0,
500903,653933,Female,March,2013.0,March,3.0,
500903,709805,Male,January,1950.0,March,3.0,1.0
500903,778248,Female,September,1952.0,March,3.0,1.0
500903,786722,Female,May,1977.0,March,3.0,
500904,492105,Female,April,1996.0,March,1.0,
500904,730750,Male,November,1999.0,March,1.0,
500904,731367,Female,November,1957.0,March,1.0,
500905,317818,Female,February,1971.0,April,1.0,
500905,731460,Male,July,2001.0,April,1.0,
500905,733075,Female,October,1968.0,April,1.0,
500905,733421,Male,February,2001.0,April,1.0,
500907,301421,Female,July,1986.0,August,1.0,
500907,725899,Female,May,1955.0,August,1.0,1.0
500907,725900,Female,December,1979.0,August,1.0,
500907,725901,Female,January,1997.0,August,1.0,
500907,725902,Female,January,2007.0,August,1.0,
500907,725903,Male,December,2006.0,August,1.0,
500907,725904,Female,May,2003.0,August,1.0,
500907,733354,Male,December,2009.0,August,1.0,
500907,752717,Male,December,1952.0,August,1.0,1.0
500908,323763,Female,May,1967.0,July,2.0,
500908,323785,Male,December,1984.0,July,2.0,
500908,412312,Female,June,2002.0,July,2.0,
500909,322611,Female,April,1945.0,May,2.0,
500909,722525,Male,April,1977.0,May,2.0,
500911,319934,Female,July,1940.0,April,1.0,
500911,765334,Female,June,1969.0,April,1.0,
500911,765403,Female,February,1981.0,April,1.0,3.0
500911,784681,Male,June,2003.0,April,,
500911,786184,Female,June,1973.0,April,1.0,2.0
500911,790552,Male,July,1994.0,April,,
500912,401573,Female,June,2003.0,February,1.0,
500912,707961,Male,March,1984.0,February,1.0,
500912,741478,Male,June,2007.0,February,1.0,
500912,748685,Male,November,1997.0,February,1.0,
500912,785237,Female,July,1980.0,February,1.0,
500913,403371,Female,April,2000.0,October,1.0,
500913,706061,Male,August,2014.0,October,1.0,
500913,706439,Male,August,1987.0,October,1.0,
500913,725104,Female,October,2005.0,October,1.0,
500913,736623,Female,July,1982.0,October,1.0,
500913,785526,Male,March,1983.0,October,1.0,
500915,311428,Male,January,1991.0,July,2.0,
500916,301161,Female,August,1946.0,April,1.0,
500916,301183,Female,June,1966.0,April,1.0,
500916,301184,Male,April,1990.0,April,1.0,
500916,403016,Female,February,1999.0,April,1.0,
500916,798320,Male,November,1992.0,April,1.0,
500917,302756,Male,January,1987.0,February,1.0,2.0
500917,719199,Male,February,2009.0,February,1.0,
500917,743317,Female,March,2013.0,February,1.0,
500917,770143,Female,July,1988.0,February,1.0,3.0
500918,301296,Female,April,1981.0,February,1.0,
500919,404907,Male,January,1996.0,February,1.0,
500919,581921,Male,April,1989.0,February,1.0,
500919,725119,Male,May,1962.0,February,1.0,1.0
500919,730762,Female,March,2010.0,February,1.0,
500919,732038,Female,December,1991.0,February,1.0,
500920,301071,Male,February,1993.0,March,1.0,
500920,301827,Female,April,1973.0,March,1.0,
500920,403128,Female,February,2000.0,March,1.0,
500920,404608,Female,February,1997.0,March,1.0,
500920,715178,Female,December,2016.0,March,1.0,
500920,719101,Female,October,1994.0,March,1.0,
500920,757239,Female,August,1958.0,March,1.0,
500920,779272,Male,January,2013.0,March,1.0,
500921,404942,Male,January,2001.0,March,1.0,
500921,701120,Female,March,1981.0,March,1.0,2.0
500921,779290,Male,September,1976.0,March,1.0,2.0
500922,311215,Female,October,1966.0,March,1.0,1.0
500922,311370,Male,October,1964.0,March,1.0,1.0
500922,401821,Female,April,1994.0,March,1.0,
500922,401827,Male,October,2003.0,March,1.0,
500922,620917,Female,June,2009.0,March,1.0,
500924,622655,Male,May,1948.0,October,3.0,1.0
500924,664147,Female,July,1944.0,October,3.0,1.0
500926,407325,Female,November,2007.0,April,1.0,
500926,725232,Female,January,1954.0,April,1.0,2.0
500926,735060,Male,September,1956.0,April,1.0,2.0
500928,311948,Female,July,1981.0,June,1.0,3.0
500928,407438,Female,December,2000.0,June,1.0,
500928,407442,Female,February,2005.0,June,1.0,
500928,630117,Female,April,2010.0,June,1.0,
500928,734254,Male,September,1976.0,June,1.0,3.0
500929,304547,Male,June,1984.0,November,1.0,
500929,781636,Male,July,1990.0,November,1.0,
500930,410342,Female,November,2006.0,March,2.0,
500930,759975,Male,October,1987.0,March,2.0,
500930,787638,Female,October,1992.0,March,2.0,
500932,583041,Male,December,1985.0,February,2.0,2.0
500932,706701,Female,December,2012.0,February,2.0,
500932,735339,Female,August,1984.0,February,2.0,2.0
500932,735417,Male,August,2005.0,February,2.0,
500934,302971,Female,August,1991.0,April,1.0,
500934,302972,Male,March,1970.0,April,1.0,
500934,492536,Female,September,2005.0,April,1.0,
500934,620749,Male,May,2009.0,April,1.0,
500935,308598,Female,July,1988.0,February,1.0,3.0
500935,403604,Female,January,2005.0,February,1.0,
500935,725669,Male,December,1986.0,February,1.0,
500935,785144,Female,August,1986.0,February,1.0,3.0
500936,408686,Female,September,1997.0,June,1.0,
500936,613600,Male,September,2016.0,June,1.0,
500937,310053,Male,November,1992.0,February,1.0,3.0
500937,404511,Female,September,2005.0,February,1.0,
500937,591702,Male,August,1959.0,February,1.0,
500937,725942,Female,March,1990.0,February,1.0,3.0
500937,725943,Female,March,1996.0,February,1.0,3.0
500937,725946,Male,May,2009.0,February,1.0,
500937,769488,Male,December,2016.0,February,1.0,
500939,301659,Female,March,1955.0,February,1.0,1.0
500939,301666,Male,March,1979.0,February,1.0,
500939,301698,Female,June,1986.0,February,1.0,1.0
500939,301699,Male,October,1941.0,February,1.0,1.0
500939,401570,Male,April,1997.0,February,1.0,
500939,401576,Male,June,2007.0,February,1.0,
500939,603301,Male,June,2015.0,February,1.0,
500939,717380,Female,September,1973.0,February,1.0,
500940,312534,Male,December,1972.0,May,1.0,
500942,492367,Female,June,2005.0,March,1.0,
500942,718950,Male,January,1981.0,March,1.0,2.0
500942,754901,Female,March,2008.0,March,1.0,
500942,789849,Female,July,1991.0,March,1.0,2.0
500943,481064,Female,May,1999.0,August,1.0,
500943,736932,Female,August,1961.0,August,1.0,
500944,305794,Female,December,1979.0,March,1.0,1.0
500944,612492,Female,February,2017.0,March,1.0,
500944,620759,Male,January,2009.0,March,1.0,
500944,723844,Female,October,2000.0,March,1.0,
500944,770575,Female,June,1992.0,March,1.0,
500945,319280,Female,October,1978.0,September,2.0,
500945,606116,Male,October,2012.0,September,2.0,
500945,651491,Female,July,2008.0,September,2.0,
500945,727217,Male,September,1982.0,September,2.0,
500947,302334,Female,February,1982.0,April,1.0,1.0
500947,302335,Male,November,1981.0,April,1.0,1.0
500947,661933,Female,October,2014.0,April,1.0,
500948,412511,Male,July,1993.0,October,2.0,
500948,732659,Female,July,1967.0,October,2.0,1.0
500948,790516,Male,November,1962.0,October,2.0,1.0
500949,311369,Female,August,1989.0,February,1.0,1.0
500949,623586,Male,November,2011.0,February,1.0,
500949,627983,Female,November,2013.0,February,1.0,
500950,310899,Male,June,1981.0,July,1.0,
500950,707341,Male,January,1995.0,July,1.0,
500950,725691,Female,January,1940.0,July,1.0,
500950,765922,Male,February,1998.0,July,1.0,
500951,318139,Male,October,1935.0,June,2.0,1.0
500951,318140,Female,October,1940.0,June,2.0,1.0
500952,323708,Male,April,1976.0,February,1.0,1.0
500952,733405,Female,January,1984.0,February,1.0,1.0
500952,733727,Male,February,2004.0,February,1.0,
500952,761002,Male,January,2014.0,February,1.0,
500954,315358,Female,June,1973.0,April,1.0,
500955,391238,Male,August,1951.0,April,4.0,1.0
500955,391239,Female,April,1950.0,April,4.0,1.0
500956,304881,Female,November,1959.0,May,1.0,1.0
500956,304883,Male,June,1987.0,May,1.0,
500956,501413,Male,February,1985.0,May,1.0,
500956,501414,Male,August,1991.0,May,1.0,
500956,720249,Male,August,1981.0,May,1.0,
500956,720250,Female,December,1999.0,May,1.0,
500956,732808,Male,August,1953.0,May,1.0,1.0
500957,304039,Female,March,1985.0,March,1.0,
500957,304041,Female,November,1965.0,March,1.0,
500957,403298,Female,October,2006.0,March,1.0,
500958,410010,Male,September,2000.0,May,1.0,
500958,725841,Male,October,2005.0,May,1.0,
500958,725842,Male,May,1979.0,May,1.0,1.0
500958,725843,Female,June,1981.0,May,1.0,1.0
500958,725844,Male,October,2009.0,May,1.0,
500958,788701,Female,February,2011.0,May,1.0,
500958,798438,Female,December,1969.0,May,1.0,2.0
500959,318536,Female,May,1962.0,July,1.0,
500959,408492,Female,July,2006.0,July,1.0,
500959,620873,Female,April,2008.0,July,1.0,
500959,735607,Male,April,1986.0,July,1.0,3.0
500959,735926,Female,February,1990.0,July,,
500959,780822,Male,December,2013.0,July,1.0,
500959,794172,Female,February,1990.0,July,1.0,3.0
500960,408440,Male,September,1996.0,May,1.0,
500960,408441,Male,September,1999.0,May,1.0,
500960,408442,Male,January,2003.0,May,1.0,
500960,722832,Female,November,1963.0,May,1.0,
500960,731676,Male,August,2006.0,May,1.0,
500960,735072,Male,February,1987.0,May,1.0,
500960,747581,Male,October,2013.0,May,1.0,
500961,502012,Male,February,1981.0,November,2.0,1.0
500961,728002,Female,February,2015.0,November,2.0,
500961,748683,Male,November,2008.0,November,2.0,
500961,783209,Female,September,1990.0,November,2.0,1.0
500962,312477,Female,January,1967.0,September,1.0,
500962,406537,Female,July,2003.0,September,1.0,
500964,318401,Male,January,1962.0,July,1.0,3.0
500964,318578,Female,June,1976.0,July,1.0,3.0
500964,406169,Female,July,1997.0,July,1.0,3.0
500964,406170,Male,January,2001.0,July,1.0,
500964,600270,Male,December,2013.0,July,1.0,
500964,637137,Female,December,2013.0,July,1.0,
500964,775259,Male,December,1997.0,July,1.0,
500964,777624,Male,December,2003.0,July,1.0,
500965,323412,Female,June,1987.0,May,2.0,2.0
500965,591319,Male,January,1982.0,May,2.0,
500965,630228,Female,May,2008.0,May,2.0,
500965,734595,Male,September,1980.0,May,2.0,2.0
500966,316922,Male,August,1991.0,March,1.0,3.0
500966,706183,Female,January,1982.0,March,1.0,3.0
500967,624824,Female,June,1962.0,August,3.0,
500968,653982,Male,April,1988.0,November,4.0,1.0
500968,693474,Female,September,1987.0,November,4.0,1.0
500969,409219,Female,April,1994.0,May,1.0,3.0
500969,679443,Male,April,2016.0,May,1.0,
500969,703030,Male,February,1964.0,May,1.0,3.0
500969,705685,Male,May,1996.0,May,1.0,3.0
500969,737635,Female,November,1932.0,May,1.0,
500969,774754,Male,February,1964.0,May,1.0,
500971,409785,Male,August,1994.0,April,1.0,
500971,725326,Female,February,2000.0,April,1.0,
