hhid,pid,gen,dob_m,dob_y,intrv_m,popgrp,mar
500000,636991,Female,April,1983.0,October,2.0,1.0
500000,640576,Male,March,1980.0,October,2.0,1.0
500002,305961,Female,September,1979.0,August,1.0,1.0
500002,401746,Male,March,2004.0,August,1.0,
500002,630858,Female,November,2011.0,August,1.0,
500002,731651,Male,August,1972.0,August,1.0,1.0
500003,303668,Male,December,1967.0,March,1.0,
500003,703450,Female,December,1991.0,March,1.0,
500003,746176,Female,April,1954.0,March,1.0,
500003,763879,Female,October,2010.0,March,1.0,
500003,769557,Male,February,1977.0,March,1.0,
500003,782520,Male,June,2013.0,March,1.0,
500003,787751,Female,November,1928.0,March,1.0,
500004,310664,Female,June,1967.0,April,1.0,3.0
500005,319004,Male,June,1977.0,April,2.0,
500006,401698,Female,February,1993.0,March,1.0,2.0
500006,624989,Male,August,2014.0,March,1.0,
500006,630051,Female,May,2011.0,March,1.0,
500006,716968,Female,November,1972.0,March,1.0,3.0
500006,734074,Female,September,1954.0,March,1.0,1.0
500006,755010,Male,September,1950.0,March,1.0,1.0
500006,795652,Male,October,1989.0,March,1.0,2.0
500007,316119,Male,February,1968.0,April,1.0,1.0
500007,747659,Female,June,2016.0,April,1.0,
500007,753507,Female,January,2014.0,April,1.0,
500007,796156,Female,July,1983.0,April,1.0,1.0
500008,408602,Male,June,1998.0,October,1.0,
500008,726383,Female,April,1929.0,October,1.0,
500008,735370,Male,February,1960.0,October,1.0,1.0
500008,768312,Female,February,1978.0,October,1.0,
500012,501627,Male,September,1958.0,June,1.0,3.0
500013,317435,Female,February,1979.0,April,1.0,
500013,317437,Female,October,1989.0,April,1.0,
500013,407193,Female,August,2007.0,April,1.0,
500013,630106,Female,May,2011.0,April,1.0,
500013,640897,Female,November,2016.0,April,1.0,
500013,689629,Female,October,2014.0,April,1.0,
500013,725918,Female,December,2004.0,April,1.0,
500013,784739,Male,January,1993.0,April,1.0,
500014,402629,Female,March,2003.0,April,1.0,
500014,715263,Female,November,2013.0,April,1.0,
500014,744715,Female,June,1959.0,April,1.0,
500014,777735,Male,July,2002.0,April,1.0,
500014,779432,Female,October,1989.0,April,1.0,
500014,799697,Female,February,1998.0,April,1.0,
500015,501912,Female,February,1981.0,September,1.0,
500015,603067,Female,June,2009.0,September,1.0,
500015,622914,Male,March,2012.0,September,1.0,
500016,317135,Female,March,1975.0,July,1.0,
500016,317136,Female,June,1977.0,July,1.0,
500016,407121,Male,June,2006.0,July,1.0,
500016,409704,Female,August,1999.0,July,1.0,
500016,409705,Female,January,2005.0,July,1.0,
500016,626166,Female,June,2016.0,July,1.0,
500016,630466,Female,May,2011.0,July,1.0,
500016,647966,Male,June,2013.0,July,1.0,
500016,706906,Female,January,2015.0,July,1.0,
500016,713409,Male,January,2008.0,July,1.0,
500016,721974,Female,May,1953.0,July,1.0,
500016,731214,Male,September,1982.0,July,1.0,
500016,734380,Male,February,1988.0,July,1.0,
500016,785389,Female,August,1985.0,July,1.0,3.0
500017,314591,Male,June,1986.0,July,1.0,
500018,305204,Female,February,1990.0,May,2.0,
500019,624819,Female,May,1957.0,August,1.0,
500019,664718,Male,March,1985.0,August,1.0,2.0
500019,664867,Male,November,2015.0,August,1.0,
500019,668025,Female,May,1988.0,August,1.0,2.0
500019,676900,Male,May,1994.0,August,1.0,
500019,692795,Female,,,August,1.0,
500020,302842,Female,April,1969.0,August,2.0,
500020,405988,Female,March,1994.0,August,2.0,
500020,408022,Male,August,1997.0,August,2.0,
500020,799545,Female,October,1996.0,August,2.0,
500021,309867,Female,March,1988.0,February,1.0,2.0
500021,630318,Female,August,2011.0,February,1.0,
500021,729169,Male,January,1985.0,February,1.0,2.0
500022,666977,Male,May,1949.0,October,4.0,1.0
500023,319238,Female,August,1983.0,April,2.0,1.0
500023,319239,Male,April,1976.0,April,2.0,1.0
500023,411497,Female,January,2003.0,April,2.0,
500023,620251,Female,February,2010.0,April,2.0,
500024,305867,Female,April,1989.0,March,1.0,3.0
500024,305868,Female,April,1984.0,March,1.0,3.0
500024,305877,Female,May,1957.0,March,1.0,
500024,403280,Male,March,2007.0,March,1.0,
500024,403281,Female,September,2000.0,March,1.0,
500024,403283,Male,May,1994.0,March,1.0,
500024,696739,Female,November,2011.0,March,1.0,
500024,700046,Female,September,2011.0,March,1.0,
500024,723337,Female,September,1997.0,March,1.0,
500025,323956,Female,February,1981.0,February,2.0,2.0
500025,412374,Male,April,2004.0,February,2.0,
500025,583059,Male,October,1981.0,February,2.0,2.0
500025,733305,Female,January,1997.0,February,2.0,
500025,741363,Female,May,2013.0,February,2.0,
500027,314105,Male,September,1991.0,May,1.0,
500028,319598,Female,August,1949.0,April,1.0,
500028,319599,Male,June,1972.0,April,1.0,
500028,320417,Male,November,1979.0,April,1.0,
500030,304391,Female,March,1966.0,April,1.0,
500030,403409,Female,October,1998.0,April,1.0,
500030,405153,Female,December,1995.0,April,1.0,
500030,405186,Female,December,2000.0,April,1.0,
500030,634710,Female,May,2013.0,April,1.0,
500030,731199,Female,July,2010.0,April,1.0,
500030,731654,Female,March,2012.0,April,1.0,
500030,733361,Female,January,1985.0,April,1.0,
500030,741504,Female,May,2015.0,April,1.0,
500030,745077,Female,April,1991.0,April,1.0,
500032,302304,Male,September,1962.0,February,1.0,1.0
500032,308983,Male,March,1984.0,February,1.0,
500032,308985,Male,June,1988.0,February,1.0,
500032,310227,Female,September,1991.0,February,1.0,
500032,310233,Female,September,1964.0,February,1.0,1.0
500032,401854,Male,December,2006.0,February,1.0,
500032,501355,Male,May,1981.0,February,1.0,
500033,322205,Female,December,1982.0,September,2.0,
500033,322206,Female,November,1958.0,September,2.0,2.0
500033,391103,Male,July,1990.0,September,2.0,
500033,491186,Female,May,1996.0,September,2.0,
500033,491187,Male,June,2003.0,September,2.0,
500033,603055,Female,September,2017.0,September,2.0,
500033,620461,Female,June,2010.0,September,2.0,
500033,732611,Male,December,1973.0,September,2.0,2.0
500034,323459,Female,February,1976.0,October,2.0,
500034,412188,Male,October,1997.0,October,2.0,
500034,412672,Female,December,2001.0,October,2.0,
500034,630186,Female,August,2010.0,October,2.0,
500034,727480,Female,May,1956.0,October,2.0,1.0
500036,306589,Male,September,1986.0,April,1.0,2.0
500036,704189,Female,January,1993.0,April,1.0,2.0
500037,410205,Male,December,1997.0,February,1.0,
500037,745076,Female,,,February,1.0,
500037,799932,Male,August,1964.0,February,1.0,
500038,303522,Female,May,1990.0,August,1.0,
500038,607823,Female,April,2012.0,August,1.0,
500038,677539,Female,June,2017.0,August,1.0,
500038,755316,Female,April,1968.0,August,1.0,
500039,311939,Female,July,1992.0,July,1.0,
500040,408054,Male,June,1994.0,September,1.0,
500040,720766,Female,August,1968.0,September,1.0,1.0
500042,636985,Male,December,1942.0,September,4.0,1.0
500042,653862,Female,August,1943.0,September,4.0,1.0
500044,304676,Female,January,1960.0,March,1.0,
500044,402672,Male,May,1993.0,March,1.0,
500046,309870,Female,August,1993.0,July,1.0,
500046,688504,Male,July,2014.0,July,1.0,
500047,402674,Male,June,1997.0,April,1.0,
500047,713687,Male,June,1956.0,April,1.0,
500048,305954,Female,September,1928.0,June,1.0,
500048,742497,Male,June,1986.0,June,1.0,
500049,689432,Female,January,2013.0,July,1.0,
500049,707762,Female,June,2011.0,July,1.0,
500049,718073,Male,November,1950.0,July,1.0,1.0
500049,761202,Male,October,2006.0,July,1.0,
500049,772709,Female,April,1996.0,July,1.0,
500049,776547,Female,September,1958.0,July,1.0,1.0
500049,786370,Female,February,2017.0,July,1.0,
500051,405219,Female,April,1998.0,July,1.0,
500051,405220,Male,September,2000.0,July,1.0,
500051,405238,Male,September,2000.0,July,1.0,
500052,301338,Male,October,1983.0,February,1.0,
500052,301340,Male,October,1962.0,February,1.0,1.0
500052,402161,Female,December,1998.0,February,1.0,
500052,720668,Female,May,1956.0,February,1.0,1.0
500053,312669,Female,August,1949.0,September,1.0,
500053,312695,Male,October,1987.0,September,1.0,
500053,406653,Female,September,1997.0,September,1.0,
500053,406654,Female,January,1994.0,September,1.0,
500053,406659,Female,January,2004.0,September,1.0,
500053,672366,Female,December,2015.0,September,1.0,
500055,604534,Male,October,2009.0,November,1.0,
500055,767147,Female,February,1957.0,November,1.0,1.0
500056,310964,Male,September,1987.0,February,1.0,
500057,491852,Male,November,1999.0,February,1.0,
500057,707530,Male,November,2005.0,February,1.0,
500057,719469,Female,August,1958.0,February,1.0,1.0
500057,740979,Male,July,2008.0,February,1.0,
500057,767898,Male,June,1969.0,February,1.0,1.0
500058,301155,Male,December,1975.0,March,1.0,3.0
500060,312244,Female,November,1968.0,May,1.0,2.0
500060,312245,Male,January,1962.0,May,1.0,2.0
500060,707357,Female,November,2010.0,May,1.0,
500063,401525,Male,February,1997.0,February,1.0,
500063,725043,Female,February,1940.0,February,1.0,
500063,725044,Female,June,1972.0,February,1.0,3.0
500063,725045,Female,May,1964.0,February,1.0,3.0
500063,725047,Male,May,1985.0,February,1.0,
500063,725049,Male,December,1961.0,February,1.0,3.0
500063,725050,Female,March,2001.0,February,1.0,
500063,746832,Female,November,1959.0,February,1.0,1.0
500065,639809,Male,January,1963.0,November,4.0,1.0
500065,651943,Female,May,1964.0,November,4.0,1.0
500065,657609,Female,August,1994.0,November,4.0,
500065,693083,Female,October,1989.0,November,4.0,
500066,316260,Female,June,1975.0,August,1.0,1.0
500066,409056,Male,July,2001.0,August,1.0,
500066,409057,Male,February,2005.0,August,1.0,
500066,409061,Female,August,1997.0,August,1.0,
500066,622552,Male,August,2013.0,August,1.0,
500067,304129,Female,April,1992.0,July,1.0,
500067,402943,Male,June,1998.0,July,1.0,
500067,621379,Female,October,2016.0,July,1.0,
500067,630365,Female,June,2010.0,July,1.0,
500067,722297,Female,November,1960.0,July,1.0,
500067,722298,Female,October,1985.0,July,1.0,
500067,722299,Male,August,2005.0,July,1.0,
500067,722300,Male,October,1996.0,July,1.0,
500067,787482,Male,January,2017.0,July,1.0,
500071,315948,Male,September,1940.0,June,1.0,3.0
500073,312023,Female,May,1969.0,July,1.0,1.0
500073,406878,Male,September,1996.0,July,1.0,3.0
500073,406879,Female,June,2005.0,July,1.0,
500073,406881,Female,December,2000.0,July,1.0,
500073,501580,Female,June,1992.0,July,1.0,
500073,733336,Male,January,1999.0,July,1.0,
500073,733939,Male,May,1968.0,July,1.0,1.0
500073,736373,Male,January,2001.0,July,1.0,
500074,311734,Male,October,1986.0,June,1.0,
500075,316426,Female,January,1940.0,July,1.0,
500075,316427,Female,October,1978.0,July,1.0,
500075,604580,Male,June,2014.0,July,1.0,
500075,630630,Male,May,2011.0,July,1.0,
500076,602062,Female,February,1971.0,June,1.0,1.0
500076,611437,Male,March,1967.0,June,1.0,1.0
500076,613827,Male,July,2008.0,June,1.0,
500076,621897,Male,February,2003.0,June,1.0,
500076,798734,Female,June,1996.0,June,1.0,
500077,306027,Female,June,1987.0,May,1.0,2.0
500077,713350,Male,October,1980.0,May,1.0,2.0
500077,798730,Male,September,2004.0,May,1.0,
500078,307338,Male,January,1983.0,May,1.0,3.0
500079,304549,Male,July,1977.0,October,1.0,
500081,322746,Female,December,1948.0,November,2.0,
500081,323475,Female,February,1983.0,November,2.0,2.0
500081,411939,Male,February,1994.0,November,2.0,
500081,591141,Male,December,1978.0,November,2.0,2.0
500082,302481,Female,August,1973.0,March,1.0,3.0
500082,408840,Female,April,2000.0,March,1.0,
500082,408879,Male,September,1998.0,March,1.0,3.0
500082,501252,Male,November,1992.0,March,1.0,
500082,631829,Female,December,2016.0,March,1.0,
500083,406846,Female,January,1996.0,May,1.0,
500084,700829,Female,January,1952.0,May,1.0,
500084,705121,Female,January,2002.0,May,1.0,
500084,777780,Male,August,1977.0,May,1.0,1.0
500085,633293,Female,January,1999.0,July,1.0,
500085,645837,Male,March,1969.0,July,1.0,1.0
500085,650953,Male,December,2001.0,July,1.0,
500085,679529,Female,December,1975.0,July,1.0,1.0
500087,311457,Female,February,1949.0,July,1.0,
500087,700863,Female,May,2011.0,July,1.0,
500087,752849,Male,December,1997.0,July,1.0,
500088,715139,Male,October,1971.0,May,1.0,3.0
500089,403318,Male,February,2001.0,July,1.0,
500089,403319,Male,November,2000.0,July,1.0,
500089,795581,Female,November,1965.0,July,1.0,
500090,309090,Male,November,1985.0,March,1.0,2.0
500090,722257,Female,April,1985.0,March,1.0,2.0
500090,758328,Female,February,2014.0,March,1.0,
500090,791802,Female,February,2006.0,March,1.0,
500092,657066,Male,June,1987.0,June,1.0,
500094,315371,Female,July,1969.0,March,1.0,1.0
500094,407585,Female,February,1995.0,March,1.0,
500094,407586,Male,January,1998.0,March,1.0,
500094,407587,Male,August,2001.0,March,1.0,
500095,412517,Male,January,1996.0,February,1.0,
500095,735281,Female,January,1986.0,February,1.0,
500095,735954,Female,April,1980.0,February,1.0,
500096,717407,Female,March,2017.0,May,1.0,
500096,771426,Female,February,1987.0,May,1.0,
500097,318865,Male,September,1986.0,September,1.0,
500098,310924,Male,September,1989.0,February,1.0,1.0
500098,744174,Male,September,2015.0,February,1.0,
500098,766197,Female,September,1994.0,February,1.0,1.0
500099,313782,Female,November,1962.0,April,1.0,1.0
500099,317378,Male,June,1985.0,April,1.0,
500099,317379,Male,September,1990.0,April,1.0,
500099,408736,Female,January,1996.0,April,1.0,
500099,582820,Male,September,1958.0,April,1.0,1.0
500099,669412,Female,February,2016.0,April,1.0,
500099,720788,Male,April,1979.0,April,1.0,
500099,720789,Female,October,1976.0,April,1.0,
500099,730369,Male,May,2011.0,April,1.0,
500099,758492,Female,November,2008.0,April,1.0,
500100,317545,Male,September,1978.0,July,1.0,
500101,313119,Female,April,1986.0,May,1.0,
500101,630724,Male,September,2008.0,May,1.0,
500101,697356,Female,September,2016.0,May,1.0,
500101,731130,Female,March,2003.0,May,1.0,
500102,303482,Female,May,1970.0,April,1.0,1.0
500102,405527,Female,May,2004.0,April,1.0,
500102,405528,Female,May,1995.0,April,1.0,
500102,615934,Male,April,2016.0,April,1.0,
500104,621320,Male,April,1972.0,October,4.0,1.0
500104,629267,Female,May,1968.0,October,4.0,1.0
500105,323697,Female,October,1969.0,October,2.0,1.0
500105,412131,Male,September,1998.0,October,2.0,
500105,412492,Male,October,1993.0,October,2.0,
500105,501994,Male,October,1969.0,October,2.0,1.0
500105,728765,Female,July,1941.0,October,2.0,
500106,768045,Female,August,1990.0,October,2.0,2.0
500106,793466,Male,June,2014.0,October,2.0,
500108,320814,Female,May,1953.0,May,4.0,
500109,316364,Male,January,1977.0,June,1.0,
500110,312341,Male,January,1988.0,February,1.0,
500110,314092,Male,August,1977.0,February,1.0,
500110,706157,Male,May,1973.0,February,1.0,
500111,317961,Female,September,1951.0,February,1.0,
500112,402398,Female,September,1999.0,August,1.0,
500112,402399,Female,April,2003.0,August,1.0,
500112,701574,Female,August,1990.0,August,1.0,
500112,704285,Female,July,1960.0,August,1.0,1.0
500112,773168,Male,October,1991.0,August,1.0,
500112,797833,Male,August,2009.0,August,1.0,
500113,312560,Female,May,1984.0,May,1.0,3.0
500113,406452,Male,July,1998.0,May,1.0,
500113,406570,Male,August,2007.0,May,1.0,
500113,668160,Female,August,2014.0,May,1.0,
500115,306827,Female,October,1970.0,June,2.0,
500116,321830,Male,April,1950.0,April,4.0,1.0
500116,321865,Female,September,1950.0,April,4.0,1.0
500119,501804,Male,September,1988.0,June,1.0,
500121,620047,Male,March,2010.0,May,1.0,
500121,719451,Male,June,2007.0,May,1.0,
500121,759856,Female,May,1982.0,May,1.0,
500121,764713,Female,September,1947.0,May,1.0,
500122,322424,Male,August,1969.0,September,1.0,
500124,304460,Female,December,1985.0,May,1.0,
500124,304461,Female,May,1968.0,May,1.0,
500124,615041,Male,February,2015.0,May,1.0,
500124,714295,Male,April,2010.0,May,2.0,
500124,723579,Male,December,2006.0,May,1.0,
500125,322244,Male,December,1991.0,May,1.0,
500125,731918,Female,September,1973.0,May,1.0,
500126,765243,Female,May,1990.0,March,1.0,
500126,768272,Female,April,2007.0,March,,
500127,306406,Female,January,1976.0,June,1.0,3.0
500127,678308,Male,February,2016.0,June,1.0,
500127,713095,Male,December,1978.0,June,1.0,3.0
500128,307096,Female,June,1976.0,July,1.0,1.0
500128,405700,Female,June,2007.0,July,1.0,
500128,481206,Female,April,2004.0,July,1.0,
500128,610046,Female,December,2012.0,July,1.0,
500128,761353,Male,May,1960.0,July,1.0,1.0
500129,726025,Female,November,1951.0,February,1.0,
500129,726026,Female,December,1985.0,February,1.0,3.0
500129,726027,Male,November,1990.0,February,1.0,
500129,727052,Male,July,1964.0,February,1.0,
500129,730212,Female,May,2010.0,February,1.0,
500129,733851,Female,June,2004.0,February,1.0,
500129,734962,Female,September,2008.0,February,1.0,
500130,615659,Female,October,2016.0,October,1.0,
500130,630960,Male,May,2012.0,October,1.0,
500131,320637,Female,January,1977.0,April,1.0,3.0
500131,410621,Male,April,2000.0,April,1.0,
500131,582192,Male,November,1991.0,April,1.0,
500131,702096,Male,April,2005.0,April,1.0,
500131,779089,Male,September,2012.0,April,1.0,
500133,305582,Male,April,1992.0,February,1.0,3.0
500133,716112,Male,October,2004.0,February,1.0,
500133,736728,Female,September,1973.0,February,1.0,1.0
500133,770287,Male,November,1971.0,February,1.0,1.0
500133,776596,Female,June,2000.0,February,1.0,
500133,776797,Male,October,2007.0,February,1.0,
500134,410609,Female,May,1997.0,July,2.0,2.0
500134,738517,Male,April,1991.0,July,1.0,2.0
500135,323964,Female,October,1987.0,March,2.0,1.0
500135,412388,Female,April,2006.0,March,2.0,
500135,734067,Male,September,1982.0,March,2.0,1.0
500137,310514,Male,October,1966.0,June,2.0,1.0
500137,318142,Female,March,1971.0,June,2.0,1.0
500137,470173,Female,June,1995.0,June,2.0,3.0
500137,470176,Female,March,2001.0,June,2.0,
500137,636474,Male,May,2015.0,June,2.0,
500137,703511,Female,March,2008.0,June,2.0,
500137,759875,Female,March,2004.0,June,2.0,
500137,774215,Male,March,2010.0,June,2.0,
500138,305758,Male,April,1979.0,April,1.0,1.0
500138,749664,Male,May,2001.0,April,1.0,
500138,780613,Female,January,1983.0,April,1.0,1.0
500138,799396,Female,January,2016.0,April,1.0,
500140,310510,Female,September,1983.0,February,2.0,
500140,591130,Male,February,1983.0,February,2.0,
500140,611294,Female,January,2016.0,February,2.0,
500140,649803,Female,September,2011.0,February,2.0,
500140,725889,Female,June,2003.0,February,2.0,
500141,317491,Male,January,1958.0,June,1.0,
500141,713657,Female,December,2013.0,June,1.0,
500141,713664,Female,June,1993.0,June,1.0,
500141,715624,Female,June,1993.0,June,1.0,
500141,718472,Male,September,2014.0,June,1.0,
500142,606115,Male,March,2014.0,November,4.0,
500142,624932,Female,December,1979.0,November,4.0,1.0
500142,627125,Male,October,1972.0,November,4.0,1.0
500142,627385,Female,September,2003.0,November,4.0,
500144,408030,Female,October,2003.0,June,1.0,
500144,703468,Male,October,1996.0,June,1.0,
500144,714614,Female,October,2003.0,June,1.0,
500144,763538,Male,October,1952.0,June,1.0,1.0
500144,782450,Female,February,1946.0,June,1.0,1.0
500146,602894,Female,October,1967.0,September,4.0,
500146,634230,Female,October,1995.0,September,4.0,
500147,591271,Male,April,1977.0,June,1.0,3.0
500148,323545,Female,November,1972.0,August,2.0,1.0
500148,323547,Male,October,1970.0,August,2.0,1.0
500148,412223,Male,August,2006.0,August,2.0,
500148,705216,Female,October,2015.0,August,2.0,
500148,722406,Male,November,1994.0,August,2.0,
500148,722407,Female,August,2007.0,August,2.0,
500150,688843,Female,September,1934.0,June,4.0,
500151,618407,Male,March,1992.0,September,4.0,1.0
500151,678491,Female,October,1983.0,September,4.0,1.0
500152,317860,Female,May,1982.0,June,1.0,3.0
500152,317862,Female,July,1992.0,June,1.0,3.0
500152,501893,Female,November,1962.0,June,1.0,
500152,630014,Female,November,2009.0,June,1.0,
500152,675327,Female,April,2013.0,June,1.0,
500152,690461,Male,January,2016.0,June,1.0,
500152,731050,Female,October,2001.0,June,1.0,
500152,767476,Male,October,1989.0,June,1.0,
500153,407195,Female,August,1997.0,July,1.0,
500153,644022,Female,August,2014.0,July,1.0,
500153,725229,Female,February,1990.0,July,1.0,
500153,725230,Female,July,2010.0,July,1.0,
500154,308004,Female,July,1988.0,March,1.0,
500154,308005,Female,August,1992.0,March,1.0,
500154,408769,Female,September,1996.0,March,1.0,
500154,408798,Female,April,1998.0,March,1.0,
500154,408799,Male,November,2000.0,March,1.0,
500154,408800,Female,May,2006.0,March,1.0,
500154,620377,Female,May,2009.0,March,1.0,
500154,630810,Female,October,2011.0,March,1.0,
500154,655501,Female,August,2014.0,March,1.0,
500154,698219,Female,August,2014.0,March,1.0,
500154,698809,Female,April,2008.0,March,1.0,
500154,712776,Male,May,1998.0,March,1.0,
500154,722045,Female,January,1979.0,March,1.0,
500154,722046,Male,July,1993.0,March,1.0,
500154,722047,Female,September,1943.0,March,1.0,
500154,724285,Male,May,1996.0,March,1.0,
500154,724289,Female,August,1997.0,March,1.0,
500154,761338,Male,November,1986.0,March,1.0,
500155,319276,Female,August,1945.0,September,2.0,
500155,410826,Male,June,2005.0,September,2.0,
500155,582205,Male,April,1984.0,September,2.0,
500155,582206,Female,March,1988.0,September,2.0,
500155,630439,Female,March,2009.0,September,2.0,
500155,642583,Male,August,2014.0,September,2.0,
500156,315495,Female,December,1961.0,May,2.0,
500156,315499,Female,August,1984.0,May,2.0,
500156,407350,Male,November,2006.0,May,2.0,
500156,501907,Male,September,1952.0,May,2.0,
500156,630519,Female,April,2011.0,May,2.0,
500156,731414,Male,January,1990.0,May,2.0,
500156,735048,Male,November,1981.0,May,2.0,
500157,312712,Female,May,1956.0,May,1.0,
500157,409423,Female,February,2008.0,May,1.0,
500157,409424,Female,September,1999.0,May,1.0,
500157,630328,Male,October,2011.0,May,1.0,
500157,635464,Female,October,2015.0,May,1.0,
500157,778199,Male,September,2004.0,May,1.0,
500158,406562,Male,June,2006.0,April,1.0,
500158,701726,Female,February,2015.0,April,1.0,
500158,729175,Male,October,2006.0,April,1.0,
500158,770488,Male,November,2007.0,April,1.0,
500158,777183,Male,May,1950.0,April,1.0,1.0
500158,781439,Female,July,1955.0,April,1.0,1.0
500158,790736,Male,July,2015.0,April,1.0,
500159,582189,Female,November,1953.0,November,4.0,
500160,318057,Female,March,1985.0,March,1.0,3.0
500160,408688,Male,July,1996.0,March,1.0,
500160,408690,Female,March,2005.0,March,1.0,
500160,630975,Male,June,2011.0,March,1.0,
500160,662760,Female,April,2015.0,March,1.0,
500160,662881,Female,April,2015.0,March,1.0,
500161,303237,Male,December,1989.0,May,1.0,2.0
500161,750387,Female,March,2006.0,May,1.0,
500161,753425,Female,June,1980.0,May,1.0,2.0
500162,310042,Female,February,1973.0,February,1.0,3.0
500162,723875,Female,September,1996.0,February,1.0,
500162,723877,Male,August,2006.0,February,1.0,
500162,723879,Male,November,1998.0,February,1.0,
500162,728333,Male,February,1990.0,February,1.0,
500164,301466,Female,March,1960.0,March,1.0,
500164,720671,Male,June,1980.0,March,1.0,
500166,501302,Male,June,1981.0,March,1.0,2.0
500166,730180,Male,March,2011.0,March,1.0,
500166,743016,Female,December,1992.0,March,1.0,2.0
500167,314999,Female,September,1977.0,July,1.0,1.0
500167,655290,Female,January,2017.0,July,1.0,
500167,731078,Male,April,1969.0,July,1.0,1.0
500167,733778,Female,November,1995.0,July,1.0,
500167,753045,Male,March,2017.0,July,1.0,
500167,772015,Male,March,1936.0,July,1.0,
500167,789497,Male,August,2013.0,July,1.0,
500168,582745,Male,June,1984.0,August,1.0,
500170,301045,Female,June,1938.0,February,4.0,
500170,403108,Male,June,2000.0,February,4.0,3.0
500170,403109,Male,January,1996.0,February,4.0,3.0
500171,319200,Female,July,1957.0,April,1.0,
500171,320786,Male,February,1991.0,April,1.0,3.0
500171,582122,Male,March,1986.0,April,1.0,1.0
500171,738220,Female,June,1991.0,April,1.0,1.0
500171,760652,Female,October,1982.0,April,1.0,1.0
500171,780377,Male,February,2014.0,April,1.0,
500171,787954,Female,April,2014.0,April,1.0,
500172,303659,Female,July,1985.0,May,1.0,2.0
500172,788994,Male,November,1986.0,May,1.0,2.0
500173,319265,Female,February,1977.0,September,2.0,1.0
500173,411449,Female,July,2002.0,September,2.0,
500173,411450,Female,April,2007.0,September,2.0,
500173,621078,Male,March,2010.0,September,2.0,
500173,732182,Male,February,1973.0,September,2.0,1.0
500174,309288,Male,June,1985.0,May,1.0,1.0
500174,728875,Female,January,1999.0,May,1.0,
500174,738359,Female,February,2016.0,May,1.0,
500174,743414,Female,February,1987.0,May,1.0,1.0
500174,752926,Female,August,1995.0,May,1.0,
500174,764022,Female,February,2014.0,May,1.0,
500174,787735,Male,September,2010.0,May,1.0,
500175,381297,Female,November,1960.0,April,1.0,1.0
500175,381300,Male,April,1953.0,April,1.0,1.0
500175,381344,Male,October,1991.0,April,1.0,
500175,381532,Male,September,1990.0,April,1.0,
500175,381533,Male,September,1978.0,April,1.0,
500175,481175,Male,December,2000.0,April,1.0,
500175,481176,Female,May,1996.0,April,1.0,
500175,481334,Male,September,2007.0,April,1.0,
500175,698176,Female,January,2016.0,April,1.0,
500176,314471,Female,May,1959.0,April,1.0,3.0
500176,409207,Male,August,1996.0,April,1.0,
500176,409208,Male,September,2001.0,April,1.0,
500176,672188,Female,January,2015.0,April,1.0,
500176,700190,Female,May,1982.0,April,,
500179,322826,Female,March,1961.0,May,2.0,3.0
500179,412556,Female,October,1993.0,May,2.0,
500179,412560,Male,March,1995.0,May,2.0,
500179,412561,Female,August,1999.0,May,2.0,
500179,683777,Female,October,2011.0,May,2.0,
500180,304447,Female,April,1959.0,March,1.0,1.0
500180,310805,Male,February,1958.0,March,1.0,1.0
500180,404955,Male,July,1993.0,March,1.0,
500180,721504,Male,March,1983.0,March,1.0,
500180,778524,Female,July,2007.0,March,1.0,
500181,309887,Male,August,1991.0,June,1.0,2.0
500181,707489,Female,May,2011.0,June,1.0,
500181,731376,Male,February,2007.0,June,1.0,
500181,731793,Female,July,1973.0,June,2.0,3.0
500181,734439,Female,January,1998.0,June,1.0,
500181,742058,Female,July,2013.0,June,1.0,
500181,790790,Female,June,1995.0,June,1.0,2.0
500182,630697,Female,July,2010.0,June,1.0,
500182,717583,Female,November,2016.0,June,1.0,
500182,733993,Female,February,2000.0,June,1.0,
500182,734188,Female,November,1997.0,June,1.0,
500182,768563,Female,September,1996.0,June,1.0,3.0
500182,782228,Female,July,1977.0,June,1.0,
500182,792261,Male,April,2014.0,June,1.0,
500183,738690,Male,October,1988.0,August,1.0,2.0
500184,653191,Male,July,1957.0,May,4.0,1.0
500184,667426,Female,September,1987.0,May,4.0,
500184,672225,Female,August,1957.0,May,4.0,1.0
500185,307006,Male,September,1968.0,February,1.0,1.0
500185,783153,Female,July,2015.0,February,1.0,
500185,791352,Male,September,2005.0,February,1.0,
500185,793642,Female,July,1980.0,February,1.0,1.0
500186,305197,Female,December,1978.0,May,1.0,3.0
500186,492400,Female,January,2005.0,May,1.0,
500186,630108,Male,December,2011.0,May,1.0,
500186,763795,Male,August,1958.0,May,1.0,
500186,797349,Male,May,1977.0,May,1.0,3.0
500190,309632,Female,January,1993.0,April,1.0,
500190,309643,Male,September,1986.0,April,1.0,
500190,492591,Male,November,2001.0,April,1.0,
500190,582500,Female,June,1962.0,April,1.0,
500190,617507,Male,December,2013.0,April,1.0,
500190,723802,Female,August,1978.0,April,1.0,
500190,723803,Male,December,2003.0,April,1.0,
500190,723804,Male,February,2007.0,April,1.0,
500190,723805,Male,January,1996.0,April,1.0,
500190,783551,Female,February,2001.0,April,1.0,
500192,317950,Female,May,1987.0,March,1.0,1.0
500192,630926,Male,January,2011.0,March,1.0,
500193,316275,Female,September,1988.0,August,1.0,
500194,313611,Male,July,1975.0,October,1.0,1.0
