hhid,mrt24mnth,mrtdod_m1,mrtdod_y1,mrtdod_m2,mrtdod_y2,toishr,enrgelec,refrem,empl,rent,grn,tinc,ownrad,ownhif,owntel,ownsat,ownvid,owncom,owncam,owncel,ownelestv,owngasstv,ownparstv,ownmic,ownfrg,ownwsh,ownvehpri,mrtage1,mrtage2,dwltyp,watsrc,watdis,toi,enrgck,enrght,enrglght,tinc_brac1,tinc_brac2,tinc_brac3,tinc_brac4,tinc_brac5,tinc_brac6,tellnd,prov,geo
501118,No,,,,,No,Yes,No,No,No,Yes,4000.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,,,6.0,3.0,1.0,4.0,3.0,5.0,1.0,,,,,,,3.0,2.0,2
501120,No,,,,,No,Yes,No,No,No,Yes,4500.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
501121,No,,,,,No,Yes,Yes,No,Yes,No,250000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
501122,No,,,,,No,Yes,Yes,No,No,No,32000.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501123,No,,,,,Yes,Yes,Yes,,No,No,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
501125,No,,,,,No,Yes,Yes,Yes,No,Yes,2500.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
501126,No,,,,,No,Yes,No,No,No,No,1500.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,5.0,5.0,1.0,1.0,,,,,,,3.0,5.0,2
501127,No,,,,,Yes,Yes,Yes,No,No,Yes,1330.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
501128,No,,,,,No,No,No,No,No,Yes,1500.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,1.0,9.0,2.0,5.0,4.0,5.0,,,,,,,,3.0,2.0,2
501130,No,,,,,No,Yes,Yes,Yes,No,Yes,7000.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,,,2.0,,2.0,5.0,5.0,1.0,,,,,,,3.0,3.0,3
501131,No,,,,,No,Yes,No,Yes,No,Yes,9000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
501133,No,,,,,No,No,No,Yes,No,No,15000.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,2
501134,No,,,,,Yes,Yes,Yes,No,No,No,0.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
501135,No,,,,,No,No,No,Yes,No,Yes,7000.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501136,No,,,,,No,Yes,No,Yes,No,Yes,5160.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501137,Yes,May,2016.0,,,No,Yes,No,No,No,Yes,4000.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,72.0,,1.0,8.0,1.0,5.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
501140,No,,,,,No,Yes,Yes,Yes,No,Yes,10000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,3.0,3.0,1.0,,,,,,,3.0,3.0,3
501142,No,,,,,No,Yes,Yes,No,No,No,800.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501143,No,,,,,No,Yes,Yes,No,No,No,30000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,9.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
501144,No,,,,,No,Yes,No,Yes,No,Yes,5000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
501145,No,,,,,Yes,Yes,Yes,Yes,No,No,10000.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,,,3.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,1.0,5.0,3
501146,No,,,,,No,Yes,No,No,No,Yes,1500.0,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,2.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
501147,No,,,,,No,Yes,No,Yes,No,Yes,5500.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501148,No,,,,,Yes,Yes,No,Yes,No,No,6000.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,8.0,1
501149,No,,,,,No,Yes,Yes,No,No,No,1000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
501150,No,,,,,No,Yes,Yes,No,No,Yes,3200.0,No,No,Yes,No,No,No,No,No,Yes,No,,No,Yes,No,No,,,,1.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,2.0,3
501151,No,,,,,Yes,Yes,Yes,Yes,Yes,No,1200.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501152,No,,,,,No,Yes,Yes,No,No,Yes,3300.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,2.0,3
501153,No,,,,,No,Yes,No,No,No,Yes,1600.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501154,No,,,,,No,Yes,No,Yes,No,No,1300.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,,1.0,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
501155,No,,,,,Yes,Yes,Yes,Yes,No,No,4000.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501158,No,,,,,No,Yes,Yes,Yes,No,Yes,,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,11.0,1.0,1.0,,1.0,,3.0,,3.0,1.0,3
501160,No,,,,,No,Yes,No,No,No,Yes,3200.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501161,No,,,,,Yes,Yes,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,1.0,1.0,,4.0,1.0,2.0,1.0,2.0,,,,,,3.0,5.0,2
501162,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,8.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501163,No,,,,,No,No,Yes,Yes,No,No,15000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501164,No,,,,,No,Yes,Yes,No,No,Yes,3000.0,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,1.0,2.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,3.0,3
501165,No,,,,,No,Yes,Yes,Yes,No,No,120000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
501166,No,,,,,No,Yes,Yes,No,No,Yes,3000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
501168,No,,,,,No,Yes,Yes,No,No,Yes,2000.0,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,6.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501169,No,,,,,No,Yes,Yes,Yes,No,Yes,10000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501170,No,,,,,No,Yes,No,No,No,Yes,6000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
501171,No,,,,,No,Yes,Yes,No,No,No,21000.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,6.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,8.0,3
501172,No,,,,,No,Yes,No,Yes,No,No,10000.0,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501173,No,,,,,Yes,No,Yes,No,No,Yes,1600.0,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,7.0,2.0,,2.0,4.0,4.0,1.0,,,,,,,3.0,4.0,3
501174,No,,,,,No,Yes,Yes,Yes,No,No,15000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,8.0,3
501175,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,4.0,1.0,5.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
501176,No,,,,,,Yes,No,No,No,Yes,740.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,7.0,2.0,,7.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
501177,No,,,,,No,Yes,Yes,No,No,No,6000.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,5.0,3
501179,No,,,,,No,Yes,Yes,Yes,No,Yes,5000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,7.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,1.0,3
501180,No,,,,,No,Yes,Yes,Yes,No,Yes,17000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,1.0,3
501181,No,,,,,No,Yes,Yes,No,No,No,0.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,7.0,3
501182,Yes,July,2015.0,,,No,Yes,No,No,No,Yes,7200.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,67.0,,,8.0,1.0,5.0,1.0,5.0,1.0,,,,,,,3.0,2.0,2
501183,No,,,,,No,No,No,Yes,No,Yes,6400.0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,,,7.0,2.0,,5.0,4.0,6.0,7.0,,,,,,,3.0,7.0,3
501184,No,,,,,No,Yes,Yes,Yes,No,Yes,4000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,6.0,3
501185,No,,,,,Yes,No,Yes,No,No,Yes,5800.0,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,,1.0,,6.0,3.0,3.0,7.0,,,,,,,3.0,7.0,3
501186,No,,,,,No,Yes,Yes,Yes,Yes,,22000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,,7.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501187,No,,,,,No,Yes,Yes,No,No,Yes,5400.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501189,No,,,,,Yes,Yes,Yes,Yes,No,Yes,3980.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501191,No,,,,,No,No,No,Yes,No,No,4000.0,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,,,1.0,,6.0,3.0,6.0,7.0,,,,,,,3.0,8.0,3
501193,No,,,,,No,Yes,Yes,Yes,No,No,3200.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501194,No,,,,,Yes,Yes,Yes,Yes,No,Yes,3460.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,3.0,3
501195,No,,,,,No,No,No,No,No,Yes,4000.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,,,3.0,,4.0,5.0,5.0,1.0,,,,,,,3.0,5.0,2
501196,No,,,,,No,Yes,Yes,Yes,No,Yes,8400.0,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,,,1.0,2.0,,2.0,3.0,1.0,1.0,,,,,,,3.0,1.0,3
501197,No,,,,,No,Yes,Yes,Yes,No,Yes,,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,3.0,7.0,3
501198,No,,,,,No,Yes,No,Yes,No,No,17000.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501199,No,,,,,No,No,No,No,No,Yes,4500.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,2.0,4.0,1.0,11.0,1.0,,,,,,,3.0,5.0,2
501200,No,,,,,,No,No,Yes,No,Yes,4000.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,2.0,,7.0,6.0,6.0,4.0,,,,,,,3.0,8.0,3
501202,No,,,,,No,Yes,Yes,Yes,No,Yes,1000.0,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,,1.0,,6.0,1.0,1.0,1.0,,,,,,,3.0,4.0,3
501203,No,,,,,Yes,Yes,Yes,Yes,No,Yes,2850.0,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,9.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501205,No,,,,,No,Yes,No,No,No,Yes,3200.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,3.0,2.0,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
501206,No,,,,,No,Yes,Yes,Yes,No,Yes,3800.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501207,No,,,,,No,Yes,No,No,No,Yes,3000.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,,1.0,3.0,2.0,5.0,5.0,5.0,1.0,,,,,,,3.0,6.0,2
501208,No,,,,,No,Yes,Yes,Yes,No,No,1800.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
501209,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,,1.0,3.0,1.0,5.0,5.0,11.0,1.0,,,,,,,3.0,9.0,2
501210,No,,,,,No,Yes,No,No,Yes,Yes,4500.0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,,,1.0,6.0,2.0,4.0,1.0,11.0,1.0,,,,,,,3.0,5.0,2
501211,No,,,,,Yes,No,Yes,No,No,No,4200.0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,7.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501212,No,,,,,No,Yes,Yes,Yes,No,No,8000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501213,No,,,,,No,No,Yes,Yes,No,Yes,3500.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,5.0,3
501214,No,,,,,Yes,Yes,Yes,Yes,No,No,3700.0,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,2.0,,5.0,1.0,5.0,1.0,,,,,,,3.0,6.0,2
501216,No,,,,,No,Yes,No,Yes,No,Yes,6000.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,1.0,1
501219,No,,,,,No,Yes,Yes,Yes,No,No,45000.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
501220,No,,,,,No,Yes,No,Yes,Yes,Yes,3500.0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,,,1.0,,5.0,5.0,5.0,1.0,,,,,,,3.0,8.0,3
501221,No,,,,,Yes,Yes,No,No,No,Yes,1600.0,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,2.0,,2.0,1.0,11.0,1.0,,,,,,,3.0,1.0,3
501222,No,,,,,No,Yes,Yes,No,No,Yes,3960.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,,1.0,1.0,,2.0,3.0,1.0,1.0,,,,,,,3.0,1.0,3
501223,No,,,,,No,Yes,Yes,Yes,No,Yes,1500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
501224,No,,,,,No,Yes,No,No,No,Yes,3000.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,6.0,3.0,,4.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
501225,No,,,,,No,Yes,Yes,No,No,No,9000.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
501227,No,,,,,No,Yes,No,No,No,Yes,1600.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501228,No,,,,,No,Yes,Yes,Yes,No,Yes,5540.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501229,No,,,,,Yes,No,No,No,No,No,1600.0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,2.0,,4.0,4.0,5.0,7.0,,,,,,,3.0,7.0,3
501230,No,,,,,No,Yes,No,Yes,No,Yes,5000.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,,,1.0,2.0,,5.0,1.0,5.0,1.0,,,,,,,3.0,5.0,1
501231,No,,,,,No,Yes,No,Yes,No,Yes,8000.0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,,,1.0,2.0,,3.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
501232,No,,,,,Yes,Yes,No,No,No,Yes,760.0,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,1.0,8.0,5.0,5.0,1.0,2.0,1.0,,,,,,,3.0,5.0,2
501233,No,,,,,No,Yes,Yes,Yes,No,Yes,3000.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,1.0,,1.0,1.0,5.0,1.0,,,,,,,3.0,3.0,3
501234,No,,,,,Yes,Yes,Yes,No,No,Yes,3000.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,,,3.0,2.0,4.0,1.0,1.0,1.0,,,,,,,3.0,1.0,3
501235,No,,,,,Yes,Yes,Yes,Yes,No,No,10000.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501236,No,,,,,No,Yes,No,No,No,No,7500.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
501237,No,,,,,No,No,No,No,No,Yes,1530.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,,,1.0,5.0,,5.0,5.0,5.0,7.0,,,,,,,3.0,7.0,1
501239,No,,,,,Yes,Yes,Yes,No,No,No,3000.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,,,1.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,7.0,3
501240,No,,,,,No,No,No,No,No,Yes,4000.0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,9.0,2.0,5.0,5.0,5.0,7.0,,,,,,,3.0,5.0,2
501244,No,,,,,No,Yes,Yes,Yes,No,No,8500.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,,3.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,3
501245,No,,,,,No,Yes,Yes,Yes,No,No,6400.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,9.0,3
501246,No,,,,,Yes,Yes,Yes,No,No,No,5500.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,7.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,3
501247,No,,,,,No,No,No,Yes,No,No,12000.0,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,1.0,5.0,,5.0,1.0,1.0,1.0,,,,,,,3.0,9.0,2
501248,No,,,,,No,No,No,No,No,Yes,2500.0,Yes,No,Yes,No,No,No,No,Yes,Yes,No,,No,Yes,No,No,,,1.0,1.0,,4.0,5.0,5.0,1.0,,,,,,,3.0,9.0,2
501249,No,,,,,No,Yes,Yes,Yes,No,No,21000.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,1.0,1.0,,1.0,3.0,11.0,1.0,,,,,,,1.0,2.0,3
501251,No,,,,,No,Yes,Yes,Yes,No,No,21000.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,8.0,3
501252,No,,,,,Yes,Yes,No,No,Yes,No,4500.0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,,1.0,2.0,,3.0,1.0,1.0,1.0,,,,,,,3.0,8.0,2
501253,No,,,,,No,Yes,No,No,No,Yes,1080.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,6.0,1.0,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501254,No,,,,,No,Yes,No,Yes,No,No,500.0,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,3.0,4.0,,4.0,1.0,1.0,1.0,,,,,,,3.0,5.0,2
501255,No,,,,,No,Yes,Yes,Yes,No,No,10650.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
501256,No,,,,,No,Yes,Yes,No,No,Yes,1500.0,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,3.0,5.0,3
501257,Yes,August,2016.0,,,No,Yes,Yes,Yes,No,No,2000.0,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,51.0,,1.0,1.0,,1.0,1.0,11.0,1.0,,,,,,,3.0,7.0,3
501258,No,,,,,No,Yes,Yes,Yes,No,No,,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,,11.0,1.0,,1.0,1.0,11.0,1.0,1.0,,1.0,,3.0,,3.0,1.0,3
501259,No,,,,,No,No,No,No,No,Yes,1950.0,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,1.0,3.0,1.0,4.0,4.0,4.0,7.0,,,,,,,3.0,2.0,2
